id,name,manaCost,colors,type,power,toughness,artist,keywords,originalText,flavorText
1257,"Temple of Silence","","","Land","","","Adam Paquette","Scry","This land enters tapped.\nWhen this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)\n{T}: Add {W} or {B}.",""
1258,"Temple of Triumph","","","Land","","","Piotr Dura","Scry","This land enters tapped.\nWhen this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)\n{T}: Add {R} or {W}.",""
1259,"Angel of Vitality","{2}{W}","W","Creature — Angel","2","2","Johannes Voss","Flying","Flying\nIf you would gain life, you gain that much life plus 1 instead.\nThis creature gets +2/+2 as long as you have 25 or more life.",""
1260,"Lyra Dawnbringer","{3}{W}{W}","W","Legendary Creature — Angel","5","5","Chris Rahn","First strike,Flying,Lifelink","Flying\nFirst strike (This creature deals combat damage before creatures without first strike.)\nLifelink (Damage dealt by this creature also causes you to gain that much life.)\nOther Angels you control get +1/+1 and have lifelink.",""
1261,"Make a Stand","{2}{W}","W","Instant","","","Magali Villeneuve","","Creatures you control get +1/+0 and gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)","For a moment they stood tall, all fear forgotten."
1262,"Confiscate","{4}{U}{U}","U","Enchantment — Aura","","","Caroline Gariba","Enchant","Enchant permanent\nYou control enchanted permanent.","""But I brought enough for the whole class!"""
1263,"Negate","{1}{U}","U","Instant","","","Magali Villeneuve","","Counter target noncreature spell.","""As one, nature lifts its voice to tell you this: 'No.'"""
1264,"Rite of Replication","{2}{U}{U}","U","Sorcery","","","Matt Cavotta","Kicker","Kicker {5} (You may pay an additional {5} as you cast this spell.)\nCreate a token that's a copy of target creature. If this spell was kicked, create five of those tokens instead.",""
1265,"Feed the Swarm","{1}{B}","B","Sorcery","","","Andrey Kuzinskiy","","Destroy target creature or enchantment an opponent controls. You lose life equal to that permanent's mana value.","""On vile wings and bloody wind, the swarm will rise.""\n—Skyclave inscription"
1266,"Gatekeeper of Malakir","{B}{B}","B","Creature — Vampire Warrior","2","2","Karl Kopinski","Kicker","Kicker {B} (You may pay an additional {B} as you cast this spell.)\nWhen this creature enters, if it was kicked, target player sacrifices a creature of their choice.","""You may enter the city—once the toll is paid."""
1267,"Massacre Wurm","{3}{B}{B}{B}","B","Creature — Phyrexian Wurm","6","5","Jason Chan","","When this creature enters, creatures your opponents control get -2/-2 until end of turn.\nWhenever a creature an opponent controls dies, that player loses 2 life.",""
1268,"Gratuitous Violence","{2}{R}{R}{R}","R","Enchantment","","","Jesper Ejsing","","If a creature you control would deal damage to a permanent or player, it deals double that damage instead.","What was supposed to be a quiet time in town turned into an adventure of its own."
1269,"Guttersnipe","{2}{R}","R","Creature — Goblin Shaman","2","2","Andrey Kuzinskiy","","Whenever you cast an instant or sorcery spell, this creature deals 2 damage to each opponent.","""I'm not sure we can outlast them, Captain. Their ammunition appears to be lava, Captain.""\n—Stubert, pirate gunner"
1270,"Impact Tremors","{1}{R}","R","Enchantment","","","Lake Hurwitz","","Whenever a creature you control enters, this enchantment deals 1 damage to each opponent.","""If their ears are to the ground, we will make them bleed!""\n—Taklai, Kolaghan warrior"
1271,"Gigantosaurus","{G}{G}{G}{G}{G}","G","Creature — Dinosaur","10","10","Loïc Canavaggia","","",""
1272,"Imperious Perfect","{2}{G}","G","Creature — Elf Warrior","2","2","Scott M. Fischer","","Other Elves you control get +1/+1.\n{G}, {T}: Create a 1/1 green Elf Warrior creature token.","In a culture of beauty, the most beautiful are worshipped as gods."
1273,"Pelakka Wurm","{4}{G}{G}{G}","G","Creature — Wurm","7","7","Daniel Ljunggren","Trample","","It eats what it wants to eat—which is anything that moves."
1274,"Boros Charm","{R}{W}","R,W","Instant","","","Zoltan Boros","","",""
1275,"Unflinching Courage","{1}{G}{W}","G,W","Enchantment — Aura","","","Mike Bierek","Enchant","Enchant creature\nEnchanted creature gets +2/+2 and has trample and lifelink. (Damage dealt by the creature also causes its controller to gain that much life.)","As Trostani's influence grew, vitality spread through the Conclave—much to the other guilds' dismay."
1276,"Adaptive Automaton","{3}","","Artifact Creature — Construct","2","2","Igor Kieryluk","","As this creature enters, choose a creature type.\nThis creature is the chosen type in addition to its other types.\nOther creatures you control of the chosen type get +1/+1.","Such loyalty can only be made."
1277,"Expedition Map","{1}","","Artifact","","","Franz Vohwinkel","","{2}, {T}, Sacrifice this artifact: Search your library for a land card, reveal it, put it into your hand, then shuffle.","""I use maps to find out where explorers have already been. Then I go the other way.""\n—Javad Nasrin, Ondu relic hunter"
1278,"Gilded Lotus","{5}","","Artifact","","","Volkan Baǵa","","{T}: Add three mana of any one color.","Over such beauty, wars are fought. With such power, wars are won."
1279,"Hedron Archive","{4}","","Artifact","","","Craig J Spearing","","{T}: Add {C}{C}.\n{2}, {T}, Sacrifice this artifact: Draw two cards.","""You've begun to understand the hedrons' true purpose,"" said Ugin. ""The Eldrazi can be imprisoned.""\n""And how did that work out last time?"" asked Jace."
1280,"Maze's End","","","Land","","","Cliff Childs","","This land enters tapped.\n{T}: Add {C}.\n{3}, {T}, Return this land to its owner's hand: Search your library for a Gate card, put it onto the battlefield, then shuffle. If you control ten or more Gates with different names, you win the game.",""
1281,"Phyrexian Arena","{1}{B}{B}","B","Enchantment","","","Aaron J. Riley","","At the beginning of your upkeep, you draw a card and you lose 1 life.","""You will perish. But first, you will entertain me.""\n—Sheoldred, praetor of New Phyrexia"
1282,"Solemn Simulacrum","{4}","","Artifact Creature — Golem","2","2","Forrest Imel","","When this creature enters, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.\nWhen this creature dies, you may draw a card.","It has outlasted its creator, their kingdom, and even the castle walls, but still it stands watch."
1283,"Hinterland Sanctifier","{W}","W","Creature — Rabbit Cleric","1","2","Justine Cruz","","Whenever another creature you control enters, you gain 1 life.","""You can learn a lot about a place just by asking the land how it's doing."""
1284,"Ugin, Eye of the Storms","{7}","","Legendary Planeswalker — Ugin","","","Joshua Raphael","","When you cast this spell, exile up to one target permanent that's one or more colors.\nWhenever you cast a colorless spell, exile up to one target permanent that's one or more colors.\n+2: You gain 3 life and draw a card.\n0: Add {C}{C}{C}.\n−11: Search your library for any number of colorless nonland cards, exile them, then shuffle. Until end of turn, you may cast those cards without paying their mana costs.",""
1285,"Anafenza, Unyielding Lineage","{2}{W}","W","Legendary Creature — Spirit Soldier","2","2","Matt Stewart","Endure,First strike,Flash","Flash\nFirst strike\nWhenever another nontoken creature you control dies, Anafenza endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)","""Kin and clan call to me—and I will always answer."""
1286,"Arashin Sunshield","{3}{W}","W","Creature — Human Warrior","3","4","Inkognit","","When this creature enters, exile up to two target cards from a single graveyard.\n{W}, {T}: Tap target creature.","""The best way to protect the citizens is to defend Arashin, not hunt dragonstorms across Tarkir.""\n—Sadesh of House Mevak"
1287,"Bearer of Glory","{1}{W}","W","Creature — Human Soldier","2","1","Joshua Cairos","","During your turn, this creature has first strike.\n{4}{W}: Creatures you control get +1/+1 until end of turn.","Morale stands so long as he does."
1288,"Clarion Conqueror","{2}{W}","W","Creature — Dragon","3","3","Nathaniel Himawan","Flying","Flying\nActivated abilities of artifacts, creatures, and planeswalkers can't be activated.","All challengers were summarily silenced."
1289,"Coordinated Maneuver","{1}{W}","W","Instant","","","Wisnu Tan","","Choose one —\n• Coordinated Maneuver deals damage equal to the number of creatures you control to target creature or planeswalker.\n• Destroy target enchantment.","""We follow the dragonstorms, and we take down any threats that emerge from them!""\n—Zurgo, khan of the Mardu"
1290,"Dalkovan Packbeasts","{2}{W}","W","Creature — Ox","0","4","Constantin Marin","Mobilize,Vigilance","Vigilance\nMobilize 3 (Whenever this creature attacks, create three tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)","A burden shared is a burden lightened.\n—Mardu proverb"
1291,"Descendant of Storms","{W}","W","Creature — Human Soldier","2","1","Lie Setiawan","Endure","Whenever this creature attacks, you may pay {1}{W}. If you do, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)","The most elite of the Abzan are selected to join the Yathan: a prestigious group acting outside khan supervision for the good of the clan."
1292,"Dragonback Lancer","{3}{W}","W","Creature — Human Soldier","3","3","Diego Gisbert","Flying,Mobilize","Flying\nMobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)","The Mardu's standing army need not always stand on the ground."
1293,"Duty Beyond Death","{1}{W}","W","Instant","","","Kev Fang","","As an additional cost to cast this spell, sacrifice a creature.\nCreatures you control gain indestructible until end of turn. Put a +1/+1 counter on each creature you control. (Damage and effects that say ""destroy"" don't destroy those creatures.)",""
1294,"Elspeth, Storm Slayer","{3}{W}{W}","W","Legendary Planeswalker — Elspeth","","","Ekaterina Burmak","","If one or more tokens would be created under your control, twice that many of those tokens are created instead.\n+1: Create a 1/1 white Soldier creature token.\n0: Put a +1/+1 counter on each creature you control. Those creatures gain flying until your next turn.\n−3: Destroy target creature an opponent controls with mana value 3 or greater.",""
1295,"Fortress Kin-Guard","{1}{W}","W","Creature — Dog Soldier","1","2","Daneen Wilkerson","Endure","When this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)","All through the night, the ancestor whispered of ancient battles fought from this very rampart atop Arashin City."
1296,"Furious Forebear","{1}{W}","W","Creature — Spirit Warrior","3","1","Izzy","","Whenever a creature you control dies while this card is in your graveyard, you may pay {1}{W}. If you do, return this card from your graveyard to your hand.","""Your hatred dampens the land with my kin's blood. My love will flood it with yours.""\n—Hazena, spirit of House Emesh"
1297,"Lightfoot Technique","{1}{W}","W","Instant","","","Craig J Spearing","","Put a +1/+1 counter on target creature. It gains flying and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","Jeskai monks spreading the Way in Abzan territories develop swift reflexes or find their travels abruptly cut short."
1298,"Loxodon Battle Priest","{4}{W}","W","Creature — Elephant Cleric","3","5","Yeong-Hao Han","","At the beginning of combat on your turn, put a +1/+1 counter on another target creature you control.","""I grant you the strength of Qatros's walls and the tenacity of Arashin's oasis."""
1299,"Mardu Devotee","{W}","W","Creature — Human Scout","1","2","Lorenzo Mastroianni","Scry","When this creature enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)\n{1}: Add {R}, {W}, or {B}. Activate only once each turn.","Eskeg and his companion stood watch, the sights of the steppe a constant inspiration."
1300,"Osseous Exhale","{1}{W}","W","Instant","","","Camille Alquier","Behold","As an additional cost to cast this spell, you may behold a Dragon. (You may choose a Dragon you control or reveal a Dragon card from your hand.)\nOsseous Exhale deals 5 damage to target attacking or blocking creature. If a Dragon was beheld, you gain 2 life.",""
1301,"Poised Practitioner","{2}{W}","W","Creature — Human Monk","2","3","Alessandra Pisano","Flurry,Scry","Flurry — Whenever you cast your second spell each turn, put a +1/+1 counter on this creature. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)","""Excellent form, Jun! Just keep your weight on that back foot, and you'll master this in no time.""\n—Narset"
1302,"Rally the Monastery","{3}{W}","W","Instant","","","David Astruga","","This spell costs {2} less to cast if you've cast another spell this turn.\nChoose one —\n• Create two 1/1 white Monk creature tokens with prowess.\n• Up to two target creatures you control each get +2/+2 until end of turn.\n• Destroy target creature with power 4 or greater.",""
1303,"Rebellious Strike","{1}{W}","W","Instant","","","Evyn Fong","","Target creature gets +3/+0 until end of turn.\nDraw a card.","""Even if you battle unseen, even if there is no one to witness your sacrifice—strike! Strike true. Strike from the heart. Let that be your legacy.""\n—Shiko"
1304,"Riling Dawnbreaker // Signaling Roar","{4}{W}","W","Creature — Dragon","3","4","Tuan Duong Chu","Flying,Vigilance","Flying, vigilance\nAt the beginning of combat on your turn, another target creature you control gets +1/+0 until end of turn.",""
1305,"Riling Dawnbreaker // Signaling Roar","{1}{W}","W","Sorcery — Omen","","","Tuan Duong Chu","","Create a 2/2 white Soldier creature token. (Then shuffle this card into its owner's library.)",""
1306,"Sage of the Skies","{2}{W}","W","Creature — Human Monk","2","3","Justyna Dura","Flying,Lifelink","When you cast this spell, if you've cast another spell this turn, copy this spell. (The copy becomes a token.)\nFlying, lifelink","""Gravity is just a suggestion."""
1307,"Salt Road Packbeast","{5}{W}","W","Creature — Beast","4","3","Ben Wootten","","This spell costs {1} less to cast for each creature you control.\nWhen this creature enters, draw a card.","""She huffs like she's Queen Hellkite of the Scour, but we've been together for many journeys and she's never let me down.""\n—Mandakh, Mardu scout"
1308,"Smile at Death","{3}{W}{W}","W","Enchantment","","","Olivier Bernard","","At the beginning of your upkeep, return up to two target creature cards with power 2 or less from your graveyard to the battlefield. Put a +1/+1 counter on each of those creatures.","""Khan Alesha ensured our survival. Now we will forge our future.""\n—Zurgo, khan of the Mardu"
1309,"Starry-Eyed Skyrider","{2}{W}","W","Creature — Human Scout","1","3","Lindsey Look","Flying","Flying\nWhenever this creature attacks, another target creature you control gains flying until end of turn.\nAttacking tokens you control have flying.","Too late, the elders realized the young prodigies shared a love of adventure and mischief."
1310,"Static Snare","{4}{W}","W","Enchantment","","","Yohann Schepacz","Flash","Flash\nThis spell costs {1} less to cast for each attacking creature.\nWhen this enchantment enters, exile target artifact or creature an opponent controls until this enchantment leaves the battlefield.",""
1311,"Stormbeacon Blade","{1}{W}","W","Artifact — Equipment","","","Jorge Jacinto","Equip","Equipped creature gets +3/+0.\nWhenever equipped creature attacks, draw a card if you control three or more attacking creatures.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)","""Sky and Ember, guide my blade!"""
1312,"Stormplain Detainment","{2}{W}","W","Enchantment","","","Livia Prima","","When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.","Elspeth saw their capture as an inconvenience, costing them precious time. Narset saw it as an opportunity to recruit allies to their cause."
1313,"Sunpearl Kirin","{1}{W}","W","Creature — Kirin","2","1","Allen Morris","Flash,Flying","Flash\nFlying\nWhen this creature enters, return up to one other target nonland permanent you control to its owner's hand. If it was a token, draw a card.",""
1314,"Teeming Dragonstorm","{3}{W}","W","Enchantment","","","Leon Tukker","","When this enchantment enters, create two 2/2 white Soldier creature tokens.\nWhen a Dragon you control enters, return this enchantment to its owner's hand.","""So, these dragons intend to also manifest through a sandstorm? I take some offense to that.""\n—Felothar, khan of the Abzan"
1315,"Tempest Hawk","{2}{W}","W","Creature — Bird","2","2","Abz J Harding","Flying","Flying\nWhenever this creature deals combat damage to a player, you may search your library for a card named Tempest Hawk, reveal it, put it into your hand, then shuffle.\nA deck can have any number of cards named Tempest Hawk.",""
1316,"United Battlefront","{3}{W}","W","Sorcery","","","Darren Tan","","Look at the top seven cards of your library. Put up to two noncreature, nonland permanent cards with mana value 3 or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.","The Abzan forces rallied to the call, driving back Sarkhan's feral dragon horde."
1317,"Voice of Victory","{1}{W}","W","Creature — Human Bard","1","3","Joshua Cairos","Mobilize","Mobilize 2 (Whenever this creature attacks, create two tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)\nYour opponents can't cast spells during your turn.","""Come crackling spear, come beating wing! Come cavalier, come taut bowstring!"""
1318,"Wayspeaker Bodyguard","{3}{W}","W","Creature — Orc Monk","3","4","Inkognit","Flurry","When this creature enters, return target nonland permanent card with mana value 2 or less from your graveyard to your hand.\nFlurry — Whenever you cast your second spell each turn, tap target creature an opponent controls.",""
1319,"Aegis Sculptor","{3}{U}","U","Creature — Bird Wizard","2","3","Michele Giorgi","Flying,Ward","Flying\nWard {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)\nAt the beginning of your upkeep, you may exile two cards from your graveyard. If you do, put a +1/+1 counter on this creature.",""
1320,"Agent of Kotis","{1}{U}","U","Creature — Human Rogue","2","1","Matt Stewart","","Renew — {3}{U}, Exile this card from your graveyard: Put two +1/+1 counters on target creature. Activate only as a sorcery.","""I trust Narset. I do not trust those she keeps counsel with.""\n—Kotis, the Fangkeeper"
1321,"Ambling Stormshell","{3}{U}{U}","U","Creature — Turtle","5","9","Carlos Palma Cruchaga","Ward","Ward {2}\nWhenever this creature attacks, put three stun counters on it and draw three cards. (If a permanent with a stun counter would become untapped, remove one from it instead.)\nWhenever you cast a Turtle spell, untap this creature.",""
1322,"Bewildering Blizzard","{4}{U}{U}","U","Instant","","","Milivoj Ćeran","","Draw three cards. Creatures your opponents control get -3/-0 until end of turn.","Temur scouts reported the arrival of unwanted visitors, and the whisperers ensured a chilling welcome."
1323,"Constrictor Sage","{4}{U}","U","Creature — Snake Wizard","4","4","Nereida","","When this creature enters, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)\nRenew — {2}{U}, Exile this card from your graveyard: Tap target creature an opponent controls and put a stun counter on it. Activate only as a sorcery.",""
1324,"Dirgur Island Dragon // Skimming Strike","{5}{U}","U","Creature — Dragon","4","4","Daniel Ljunggren","Flying,Ward","Flying\nWard {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)",""
1325,"Dirgur Island Dragon // Skimming Strike","{1}{U}","U","Instant — Omen","","","Daniel Ljunggren","","Tap up to one target creature. Draw a card. (Then shuffle this card into its owner's library.)",""
1326,"Dispelling Exhale","{1}{U}","U","Instant","","","David Auden Nash","Behold","As an additional cost to cast this spell, you may behold a Dragon. (You may choose a Dragon you control or reveal a Dragon card from your hand.)\nCounter target spell unless its controller pays {2}. If a Dragon was beheld, counter that spell unless its controller pays {4} instead.",""
1327,"Dragonologist","{2}{U}","U","Creature — Human Wizard","1","3","Mila Pesic","","When this creature enters, look at the top six cards of your library. You may reveal an instant, sorcery, or Dragon card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.\nUntapped Dragons you control have hexproof.",""
1328,"Dragonstorm Forecaster","{U}","U","Creature — Human Scout","0","3","Kev Fang","","{2}, {T}: Search your library for a card named Dragonstorm Globe or Boulderborn Dragon, reveal it, put it into your hand, then shuffle.","""This can't be right. I should cross-reference with the archives immediately."""
1329,"Essence Anchor","{2}{U}","U","Artifact","","","David Astruga","Surveil","At the beginning of your upkeep, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)\n{T}: Create a 2/2 black Zombie Druid creature token. Activate only during your turn and only if a card left your graveyard this turn.",""
1330,"Focus the Mind","{4}{U}","U","Instant","","","Fariba Khamseh","","This spell costs {2} less to cast if you've cast another spell this turn.\nDraw three cards, then discard a card.","Asham discovered it was impossible to learn if he thought he already knew everything."
1331,"Fresh Start","{1}{U}","U","Enchantment — Aura","","","Joe Slucher","Enchant,Flash","Flash\nEnchant creature\nEnchanted creature gets -5/-0 and loses all abilities.","""I know leaving your old life was no easy choice. Welcome, Novice Sardul.""\n—Elsha"
1332,"Highspire Bell-Ringer","{2}{U}","U","Creature — Djinn Monk","1","4","Zoltan Boros","Flying","Flying\nThe second spell you cast each turn costs {1} less to cast.","The sequence of chimes rang out a specific alarm: dragonstorm, half a day, southwest."
1333,"Humbling Elder","{U}","U","Creature — Human Monk","1","2","Yohann Schepacz","Flash","Flash\nWhen this creature enters, target creature an opponent controls gets -2/-0 until end of turn.","""There is no better way to measure a person's true character than to let them think they're above you.""\n—Master Xian"
1334,"Iceridge Serpent","{4}{U}","U","Creature — Serpent","3","3","Brian Valeza","","When this creature enters, return target creature an opponent controls to its owner's hand.","""Even dragons avoid Glintglaze Lake in this season. Which of you youngsters can tell me why?""\n—Teacher Eliam"
1335,"Kishla Trawlers","{2}{U}","U","Creature — Human Citizen","3","2","Iris Compiet","","When this creature enters, you may exile a creature card from your graveyard. When you do, return target instant or sorcery card from your graveyard to your hand.","""Fish are like any other crop or flock. They must be carefully tended and never overharvested.""\n—Nasath, Kishla fisher"
1336,"Marang River Regent // Coil and Catch","{4}{U}{U}","U","Creature — Dragon","6","7","John Tedrick","Flying","",""
1337,"Marang River Regent // Coil and Catch","{3}{U}","U","Instant — Omen","","","John Tedrick","","",""
1338,"Naga Fleshcrafter","{3}{U}","U","Creature — Snake Shapeshifter","0","0","Valera Lutfullina","","You may have this creature enter as a copy of any creature on the battlefield.\nRenew — {2}{U}, Exile this card from your graveyard: Put a +1/+1 counter on target nonlegendary creature you control. Each other creature you control becomes a copy of that creature until end of turn. Activate only as a sorcery.",""
1339,"Ringing Strike Mastery","{U}","U","Enchantment — Aura","","","Alexandre Honoré","Enchant","Enchant creature\nWhen this Aura enters, tap enchanted creature.\nEnchanted creature doesn't untap during its controller's untap step.\nEnchanted creature has ""{5}: Untap this creature.""",""
1340,"Riverwalk Technique","{3}{U}","U","Instant","","","Julia Metzger","","Choose one —\n• The owner of target nonland permanent puts it on their choice of the top or bottom of their library.\n• Counter target noncreature spell.","Since the reestablishment of Highspire Monastery, its favored fighting styles have also resurged in popularity."
1341,"Roiling Dragonstorm","{1}{U}","U","Enchantment","","","Gaboleps","","When this enchantment enters, draw two cards, then discard a card.\nWhen a Dragon you control enters, return this enchantment to its owner's hand.","""Beware dragonstorms that strike from the sea. Their size always disguises their force.""\n—Narset"
1342,"Sibsig Appraiser","{2}{U}","U","Creature — Zombie Advisor","2","1","Ina Wong","","When this creature enters, look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.","""Oh, I can absolutely verify its authenticity,"" chuckled Sarnai. ""I was there when it was made."""
1343,"Snowmelt Stag","{3}{U}","U","Creature — Elemental Elk","2","5","Lorenzo Mastroianni","Vigilance","Vigilance\nDuring your turn, this creature has base power and toughness 5/2.\n{5}{U}{U}: This creature can't be blocked this turn.","Elementals conjured by Temur mages are forever watchful and swift."
1344,"Spectral Denial","{X}{U}","U","Instant","","","Xabi Gaztelua","","This spell costs {1} less to cast for each creature you control with power 4 or greater.\nCounter target spell unless its controller pays {X}.","Temur mages are experts at channeling elemental energy, shaping it into familiar forms from the world around them."
1345,"Stillness in Motion","{1}{U}","U","Enchantment","","","Kai Carpenter","Mill","At the beginning of your upkeep, mill three cards. Then if your library has no cards in it, exile this enchantment and put five cards from your graveyard on top of your library in any order.","""The Meditation Realm is a willful puzzle. Seek, and it will impede. Wait, and it will permit passage."""
1346,"Taigam, Master Opportunist","{1}{U}","U","Legendary Creature — Human Monk","2","2","Joshua Raphael","Flurry","Flurry — Whenever you cast your second spell each turn, copy it, then exile the spell you cast with four time counters on it. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, they remove a time counter. When the last is removed, they may play it without paying its mana cost. If it's a creature, it has haste.)",""
1347,"Temur Devotee","{1}{U}","U","Creature — Human Druid","3","3","Marina Ortega Lorente","Defender","Defender\n{1}: Add {G}, {U}, or {R}. Activate only once each turn.","Whisperers are conduits to the spirits of the land. They provide healing, guidance, and support to the Temur people."
1348,"Unending Whisper","{U}","U","Sorcery","","","Danny Schwartz","Harmonize","Draw a card.\nHarmonize {5}{U} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)","In the Endless Song, Temur's whisperers hear spirits murmur of the past, present, and future."
1349,"Ureni's Rebuff","{1}{U}","U","Sorcery","","","Sergio Cosmai","Harmonize","Return target creature to its owner's hand.\nHarmonize {5}{U} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)","""You say you come in peace. That you come here at all is an act of war."""
1350,"Veteran Ice Climber","{1}{U}","U","Creature — Human Scout","1","3","Néstor Ossandón Leal","Mill,Vigilance","Vigilance\nThis creature can't be blocked.\nWhenever this creature attacks, up to one target player mills cards equal to this creature's power. (They put that many cards from the top of their library into their graveyard.)",""
1351,"Wingblade Disciple","{2}{U}","U","Creature — Human Monk","2","2","Julian Kok Joon Wen","Flurry,Flying","Flying\nFlurry — Whenever you cast your second spell each turn, create a 1/1 white Bird creature token with flying.","""Our greatest teachers are those which the natural world has so thoroughly refined."""
1352,"Wingspan Stride","{U}","U","Enchantment — Aura","","","Jake Murray","Enchant","Enchant creature\nEnchanted creature gets +1/+1 and has flying.\n{2}{U}: Return this Aura to its owner's hand.","""Yes, yes, very good. However, I believe you were supposed to be working on your sword techniques?""\n—Taigam"
1353,"Winternight Stories","{2}{U}","U","Sorcery","","","Zara Alfonso","Harmonize","Draw three cards. Then discard two cards unless you discard a creature card.\nHarmonize {4}{U} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",""
1354,"Abzan Devotee","{1}{B}","B","Creature — Dog Cleric","2","1","Forrest Imel","","{1}: Add {W}, {B}, or {G}. Activate only once each turn.\n{2}{B}: Return this card from your graveyard to your hand.","The Kin-Trees rediscovered after Dromoka's fall are tended by carefully chosen wardens."
1355,"Adorned Crocodile","{4}{B}","B","Creature — Crocodile","5","3","Nathaniel Himawan","","When this creature dies, create a 2/2 black Zombie Druid creature token.\nRenew — {B}, Exile this card from your graveyard: Put a +1/+1 counter on target creature. Activate only as a sorcery.","""Eat you? Of course she won't. Pherah's got better taste than that.""\n—Visk, Qarsi Palace caretaker"
1356,"Aggressive Negotiations","{2}{B}","B","Sorcery","","","Ovidio Cartagena","","Target opponent reveals their hand. You choose a nonland card from it and exile that card. Put a +1/+1 counter on up to one target creature you control.","""When an alliance outlasts its usefulness it's best to end it quickly.""\n—Heng, Sultai ambassador"
1357,"Alchemist's Assistant","{1}{B}","B","Creature — Monkey","2","1","Eelis Kyttanen","Lifelink","Lifelink\nRenew — {1}{B}, Exile this card from your graveyard: Put a lifelink counter on target creature. Activate only as a sorcery.","""Do not test the mandrill. He knows a thief when he sees one.""\n—Notice posted at Lu Fen's apothecary"
1358,"Alesha's Legacy","{1}{B}","B","Instant","","","Craig J Spearing","","Target creature you control gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","""If I die today, I will ensure my death is worthy of legend."""
1359,"Avenger of the Fallen","{2}{B}","B","Creature — Human Warrior","2","4","Winona Nelson","Deathtouch,Mobilize","Deathtouch\nMobilize X, where X is the number of creature cards in your graveyard. (Whenever this creature attacks, create X tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)",""
1360,"Caustic Exhale","{B}","B","Instant","","","Camille Alquier","Behold","As an additional cost to cast this spell, behold a Dragon or pay {1}. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card from your hand.)\nTarget creature gets -3/-3 until end of turn.",""
1361,"Corroding Dragonstorm","{1}{B}","B","Enchantment","","","Sergey Glushakov","Surveil","When this enchantment enters, each opponent loses 2 life and you gain 2 life. Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)\nWhen a Dragon you control enters, return this enchantment to its owner's hand.",""
1362,"Cruel Truths","{3}{B}","B","Instant","","","Fajareka Setiawan","Surveil","Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)","""Who are you to defy me? In my time, the sibsig knew their place.""\n—Sidisi, to Nishang"
1363,"Delta Bloodflies","{1}{B}","B","Creature — Insect","1","2","Inkognit","Flying","Flying\nWhenever this creature attacks, if you control a creature with a counter on it, each opponent loses 1 life.","With the rising waters, bloodflies were found far from their usual swamps."
1364,"Desperate Measures","{B}","B","Instant","","","Gaboleps","","Target creature gets +1/-1 until end of turn. When it dies under your control this turn, draw two cards.","""Sing for us when we depart for battle, and sing for us if we fail to return.""\n—Mardu parting"
1365,"Dragon's Prey","{2}{B}","B","Instant","","","Johann Bodin","","This spell costs {2} more to cast if it targets a Dragon.\nDestroy target creature.","""To escape Teval's justice, one must have a better plan than 'run away.'""\n—Kotis, the Fangkeeper"
